distrito,codigo_seccion,habitantes,todos_espanoles,todos_extranjeros,mixto_espanoles_extranjeros
09. Moncloa-Aravaca,9020,402.0,335.0,28.0,39.0
09. Moncloa-Aravaca,9021,443.0,367.0,25.0,51.0
09. Moncloa-Aravaca,9022,514.0,411.0,62.0,41.0
09. Moncloa-Aravaca,9023,770.0,567.0,91.0,112.0
09. Moncloa-Aravaca,9024,293.0,244.0,21.0,28.0
09. Moncloa-Aravaca,9025,378.0,299.0,35.0,44.0
09. Moncloa-Aravaca,9026,553.0,419.0,70.0,64.0
09. Moncloa-Aravaca,9028,688.0,575.0,67.0,46.0
09. Moncloa-Aravaca,9029,376.0,321.0,25.0,30.0
09. Moncloa-Aravaca,9030,465.0,391.0,25.0,49.0
09. Moncloa-Aravaca,9031,266.0,234.0,15.0,17.0
09. Moncloa-Aravaca,9033,404.0,354.0,10.0,40.0
09. Moncloa-Aravaca,9034,649.0,568.0,34.0,47.0
09. Moncloa-Aravaca,9035,347.0,318.0,5.0,24.0
09. Moncloa-Aravaca,9036,471.0,407.0,25.0,39.0
09. Moncloa-Aravaca,9037,989.0,883.0,43.0,63.0
09. Moncloa-Aravaca,9038,489.0,441.0,18.0,30.0
09. Moncloa-Aravaca,9039,506.0,464.0,13.0,29.0
09. Moncloa-Aravaca,9040,395.0,357.0,15.0,23.0
09. Moncloa-Aravaca,9041,566.0,436.0,34.0,96.0
09. Moncloa-Aravaca,9043,662.0,523.0,34.0,105.0
09. Moncloa-Aravaca,9044,434.0,382.0,21.0,31.0
09. Moncloa-Aravaca,9045,365.0,323.0,9.0,33.0
09. Moncloa-Aravaca,9046,723.0,643.0,33.0,47.0
09. Moncloa-Aravaca,9047,564.0,474.0,29.0,61.0
09. Moncloa-Aravaca,9049,476.0,418.0,19.0,39.0
09. Moncloa-Aravaca,9050,352.0,310.0,15.0,27.0
09. Moncloa-Aravaca,9051,556.0,505.0,24.0,27.0
09. Moncloa-Aravaca,9052,791.0,720.0,31.0,40.0
09. Moncloa-Aravaca,9053,364.0,327.0,12.0,25.0
09. Moncloa-Aravaca,9054,549.0,448.0,40.0,61.0
09. Moncloa-Aravaca,9055,673.0,614.0,19.0,40.0
09. Moncloa-Aravaca,9056,835.0,758.0,27.0,50.0
09. Moncloa-Aravaca,9057,394.0,336.0,22.0,36.0
09. Moncloa-Aravaca,9058,405.0,334.0,26.0,45.0
09. Moncloa-Aravaca,9060,694.0,585.0,35.0,74.0
09. Moncloa-Aravaca,9061,372.0,291.0,36.0,45.0
09. Moncloa-Aravaca,9063,583.0,479.0,44.0,60.0
09. Moncloa-Aravaca,9064,614.0,490.0,50.0,74.0
09. Moncloa-Aravaca,9065,543.0,428.0,39.0,76.0
09. Moncloa-Aravaca,9066,349.0,282.0,22.0,45.0
09. Moncloa-Aravaca,9067,351.0,267.0,32.0,52.0
09. Moncloa-Aravaca,9068,465.0,390.0,26.0,49.0
09. Moncloa-Aravaca,9069,332.0,263.0,30.0,39.0
09. Moncloa-Aravaca,9070,543.0,497.0,22.0,24.0
09. Moncloa-Aravaca,9071,412.0,302.0,16.0,94.0
09. Moncloa-Aravaca,9072,508.0,419.0,32.0,57.0
09. Moncloa-Aravaca,9073,360.0,281.0,8.0,71.0
09. Moncloa-Aravaca,9074,605.0,471.0,53.0,81.0
09. Moncloa-Aravaca,9075,861.0,680.0,59.0,122.0
09. Moncloa-Aravaca,9076,411.0,282.0,59.0,70.0
09. Moncloa-Aravaca,9077,457.0,365.0,44.0,48.0
09. Moncloa-Aravaca,9078,529.0,384.0,21.0,124.0
09. Moncloa-Aravaca,9079,733.0,676.0,6.0,51.0
09. Moncloa-Aravaca,9080,590.0,524.0,16.0,50.0
09. Moncloa-Aravaca,9081,350.0,305.0,15.0,30.0
09. Moncloa-Aravaca,9082,351.0,315.0,15.0,21.0
09. Moncloa-Aravaca,9083,473.0,383.0,55.0,35.0
09. Moncloa-Aravaca,9084,436.0,370.0,35.0,31.0
09. Moncloa-Aravaca,9085,497.0,442.0,15.0,40.0
09. Moncloa-Aravaca,9086,593.0,474.0,24.0,95.0
09. Moncloa-Aravaca,9087,551.0,437.0,14.0,100.0
09. Moncloa-Aravaca,9088,954.0,816.0,58.0,80.0
09. Moncloa-Aravaca,9089,457.0,368.0,17.0,72.0
09. Moncloa-Aravaca,9090,836.0,756.0,28.0,52.0
09. Moncloa-Aravaca,9091,641.0,542.0,28.0,71.0
09. Moncloa-Aravaca,9092,335.0,291.0,10.0,34.0
09. Moncloa-Aravaca,9093,445.0,359.0,19.0,67.0
09. Moncloa-Aravaca,9094,569.0,510.0,28.0,31.0
09. Moncloa-Aravaca,9095,601.0,551.0,23.0,27.0
09. Moncloa-Aravaca,9096,548.0,409.0,42.0,97.0
09. Moncloa-Aravaca,9097,432.0,363.0,10.0,59.0
10. Latina,10001,390.0,301.0,40.0,49.0
10. Latina,10002,300.0,236.0,23.0,41.0
10. Latina,10003,288.0,241.0,20.0,27.0
10. Latina,10004,308.0,223.0,30.0,55.0
10. Latina,10005,494.0,375.0,40.0,79.0
10. Latina,10006,964.0,786.0,83.0,95.0
10. Latina,10007,531.0,364.0,60.0,107.0
10. Latina,10008,406.0,281.0,43.0,82.0
10. Latina,10009,445.0,323.0,43.0,79.0
10. Latina,10010,318.0,248.0,30.0,40.0
10. Latina,10011,329.0,292.0,15.0,22.0
10. Latina,10012,445.0,388.0,20.0,37.0
10. Latina,10013,317.0,287.0,10.0,20.0
10. Latina,10014,325.0,298.0,8.0,19.0
10. Latina,10015,560.0,456.0,36.0,68.0
10. Latina,10016,588.0,476.0,48.0,64.0
10. Latina,10017,382.0,312.0,26.0,44.0
10. Latina,10018,371.0,257.0,57.0,57.0
10. Latina,10020,376.0,308.0,20.0,48.0
10. Latina,10021,629.0,493.0,60.0,76.0
10. Latina,10022,476.0,319.0,76.0,81.0
10. Latina,10023,402.0,302.0,47.0,53.0
10. Latina,10024,526.0,389.0,65.0,72.0
10. Latina,10025,524.0,404.0,53.0,67.0
10. Latina,10026,426.0,362.0,29.0,35.0
10. Latina,10027,632.0,501.0,59.0,72.0
10. Latina,10028,530.0,380.0,65.0,85.0
10. Latina,10029,592.0,441.0,70.0,81.0
10. Latina,10030,585.0,422.0,66.0,97.0
10. Latina,10031,346.0,248.0,39.0,59.0
10. Latina,10032,929.0,692.0,100.0,137.0
10. Latina,10033,479.0,362.0,59.0,58.0
10. Latina,10035,391.0,293.0,55.0,43.0
10. Latina,10036,684.0,557.0,47.0,80.0
10. Latina,10037,721.0,533.0,80.0,108.0
10. Latina,10038,352.0,261.0,37.0,54.0
10. Latina,10039,501.0,366.0,49.0,86.0
10. Latina,10040,416.0,325.0,44.0,47.0
10. Latina,10041,625.0,462.0,75.0,88.0
10. Latina,10042,571.0,439.0,48.0,84.0
10. Latina,10043,625.0,487.0,59.0,79.0
10. Latina,10044,374.0,314.0,24.0,36.0
10. Latina,10046,539.0,421.0,45.0,73.0
10. Latina,10047,371.0,241.0,51.0,79.0
10. Latina,10048,506.0,333.0,71.0,102.0
10. Latina,10049,474.0,351.0,54.0,69.0
10. Latina,10050,553.0,392.0,61.0,100.0
10. Latina,10051,381.0,269.0,41.0,71.0
10. Latina,10052,468.0,349.0,55.0,64.0
10. Latina,10053,447.0,340.0,39.0,68.0
10. Latina,10054,607.0,543.0,29.0,35.0
10. Latina,10055,502.0,422.0,27.0,53.0
10. Latina,10056,444.0,323.0,59.0,62.0
10. Latina,10057,641.0,487.0,66.0,88.0
10. Latina,10058,455.0,307.0,66.0,82.0
10. Latina,10059,484.0,368.0,36.0,80.0
10. Latina,10060,738.0,641.0,41.0,56.0
10. Latina,10061,598.0,420.0,70.0,108.0
10. Latina,10062,326.0,232.0,40.0,54.0
10. Latina,10063,612.0,458.0,64.0,90.0
10. Latina,10065,324.0,254.0,26.0,44.0
10. Latina,10067,405.0,347.0,19.0,39.0
10. Latina,10068,356.0,300.0,25.0,31.0
10. Latina,10069,549.0,417.0,50.0,82.0
10. Latina,10070,462.0,350.0,43.0,69.0
10. Latina,10072,912.0,787.0,45.0,80.0
10. Latina,10073,466.0,336.0,49.0,81.0
10. Latina,10074,392.0,334.0,22.0,36.0
10. Latina,10075,381.0,303.0,37.0,41.0
10. Latina,10076,397.0,328.0,24.0,45.0
10. Latina,10077,352.0,264.0,39.0,49.0
10. Latina,10078,466.0,368.0,38.0,60.0
10. Latina,10081,496.0,462.0,10.0,24.0
10. Latina,10082,383.0,290.0,32.0,61.0
10. Latina,10083,275.0,209.0,16.0,50.0
10. Latina,10084,829.0,541.0,101.0,187.0
10. Latina,10086,611.0,425.0,68.0,118.0
10. Latina,10087,370.0,356.0,2.0,12.0
10. Latina,10088,515.0,416.0,44.0,55.0
10. Latina,10089,445.0,382.0,28.0,35.0
10. Latina,10090,344.0,314.0,11.0,19.0
10. Latina,10091,389.0,361.0,4.0,24.0
10. Latina,10092,322.0,263.0,20.0,39.0
10. Latina,10093,373.0,293.0,33.0,47.0
10. Latina,10094,480.0,342.0,60.0,78.0
10. Latina,10095,497.0,382.0,44.0,71.0
10. Latina,10096,623.0,438.0,88.0,97.0
10. Latina,10098,459.0,369.0,29.0,61.0
10. Latina,10099,458.0,386.0,30.0,42.0
10. Latina,10100,413.0,352.0,22.0,39.0
10. Latina,10101,437.0,384.0,25.0,28.0
10. Latina,10102,265.0,241.0,11.0,13.0
10. Latina,10103,486.0,394.0,49.0,43.0
10. Latina,10106,553.0,507.0,21.0,25.0
10. Latina,10107,419.0,381.0,12.0,26.0
10. Latina,10108,314.0,284.0,14.0,16.0
10. Latina,10109,584.0,536.0,20.0,28.0
10. Latina,10110,675.0,505.0,67.0,103.0
10. Latina,10112,437.0,305.0,58.0,74.0
10. Latina,10113,384.0,283.0,52.0,49.0
10. Latina,10114,441.0,332.0,54.0,55.0
10. Latina,10115,487.0,383.0,42.0,62.0
10. Latina,10116,564.0,495.0,28.0,41.0
10. Latina,10117,454.0,408.0,17.0,29.0
10. Latina,10118,465.0,410.0,21.0,34.0
10. Latina,10119,571.0,544.0,5.0,22.0
10. Latina,10120,492.0,410.0,36.0,46.0
10. Latina,10121,510.0,430.0,28.0,52.0
10. Latina,10122,434.0,369.0,17.0,48.0
10. Latina,10123,370.0,323.0,13.0,34.0
10. Latina,10124,540.0,399.0,50.0,91.0
10. Latina,10125,312.0,259.0,18.0,35.0
10. Latina,10126,513.0,398.0,31.0,84.0
10. Latina,10127,411.0,331.0,25.0,55.0
10. Latina,10128,533.0,458.0,22.0,53.0
10. Latina,10129,543.0,477.0,23.0,43.0
10. Latina,10130,670.0,578.0,27.0,65.0
10. Latina,10131,594.0,497.0,33.0,64.0
10. Latina,10132,433.0,360.0,25.0,48.0
10. Latina,10133,695.0,585.0,37.0,73.0
10. Latina,10135,357.0,305.0,19.0,33.0
10. Latina,10136,492.0,398.0,39.0,55.0
10. Latina,10137,433.0,304.0,54.0,75.0
10. Latina,10138,313.0,283.0,20.0,10.0
10. Latina,10139,435.0,344.0,41.0,50.0
10. Latina,10140,348.0,296.0,17.0,35.0
10. Latina,10142,702.0,531.0,65.0,106.0
10. Latina,10143,522.0,428.0,43.0,51.0
10. Latina,10144,571.0,347.0,102.0,122.0
10. Latina,10145,596.0,435.0,79.0,82.0
10. Latina,10146,518.0,367.0,59.0,92.0
10. Latina,10147,596.0,383.0,107.0,106.0
10. Latina,10148,548.0,348.0,95.0,105.0
10. Latina,10149,722.0,481.0,106.0,135.0
10. Latina,10151,700.0,509.0,84.0,107.0
10. Latina,10152,324.0,306.0,6.0,12.0
10. Latina,10153,1106.0,926.0,75.0,105.0
10. Latina,10154,348.0,293.0,12.0,43.0
10. Latina,10156,334.0,313.0,4.0,17.0
10. Latina,10157,293.0,278.0,1.0,14.0
10. Latina,10158,427.0,402.0,3.0,22.0
10. Latina,10159,422.0,408.0,3.0,11.0
10. Latina,10161,712.0,609.0,34.0,69.0
10. Latina,10162,410.0,340.0,36.0,34.0
10. Latina,10163,307.0,249.0,18.0,40.0
10. Latina,10164,616.0,459.0,66.0,91.0
10. Latina,10165,424.0,366.0,18.0,40.0
10. Latina,10167,859.0,759.0,31.0,69.0
10. Latina,10168,535.0,420.0,47.0,68.0
10. Latina,10169,343.0,279.0,22.0,42.0
10. Latina,10170,458.0,399.0,15.0,44.0
10. Latina,10171,457.0,404.0,19.0,34.0
10. Latina,10172,300.0,257.0,16.0,27.0
10. Latina,10173,634.0,552.0,25.0,57.0
10. Latina,10174,373.0,335.0,10.0,28.0
10. Latina,10175,330.0,293.0,13.0,24.0
10. Latina,10176,507.0,450.0,19.0,38.0
10. Latina,10178,447.0,409.0,12.0,26.0
10. Latina,10179,499.0,430.0,17.0,52.0
10. Latina,10180,486.0,418.0,20.0,48.0
10. Latina,10181,496.0,420.0,23.0,53.0
10. Latina,10182,495.0,406.0,37.0,52.0
10. Latina,10183,418.0,364.0,22.0,32.0
10. Latina,10184,408.0,363.0,18.0,27.0
10. Latina,10185,295.0,235.0,23.0,37.0
10. Latina,10187,500.0,407.0,31.0,62.0
10. Latina,10188,387.0,335.0,17.0,35.0
10. Latina,10189,615.0,527.0,34.0,54.0
10. Latina,10190,481.0,381.0,34.0,66.0
10. Latina,10191,649.0,552.0,35.0,62.0
10. Latina,10192,717.0,658.0,24.0,35.0
10. Latina,10193,336.0,308.0,12.0,16.0
10. Latina,10194,386.0,355.0,17.0,14.0
10. Latina,10197,621.0,546.0,31.0,44.0
10. Latina,10198,806.0,697.0,42.0,67.0
10. Latina,10199,669.0,595.0,29.0,45.0
10. Latina,10201,459.0,406.0,18.0,35.0
10. Latina,10202,314.0,286.0,15.0,13.0
10. Latina,10203,646.0,558.0,29.0,59.0
10. Latina,10204,379.0,310.0,27.0,42.0
10. Latina,10205,513.0,469.0,11.0,33.0
10. Latina,10206,589.0,515.0,25.0,49.0
10. Latina,10207,573.0,514.0,21.0,38.0
10. Latina,10209,525.0,466.0,31.0,28.0
10. Latina,10210,436.0,400.0,12.0,24.0
10. Latina,10211,505.0,445.0,22.0,38.0
10. Latina,10212,378.0,349.0,8.0,21.0
10. Latina,10213,867.0,813.0,17.0,37.0
10. Latina,10214,717.0,677.0,9.0,31.0
10. Latina,10215,543.0,485.0,18.0,40.0
10. Latina,10216,543.0,505.0,14.0,24.0
10. Latina,10217,431.0,373.0,21.0,37.0
10. Latina,10218,433.0,407.0,8.0,18.0
10. Latina,10219,568.0,525.0,17.0,26.0
10. Latina,10220,643.0,497.0,57.0,89.0
10. Latina,10221,579.0,527.0,24.0,28.0
10. Latina,10222,577.0,547.0,11.0,19.0
11. Carabanchel,11001,547.0,418.0,52.0,77.0
11. Carabanchel,11002,729.0,613.0,44.0,72.0
11. Carabanchel,11003,760.0,677.0,20.0,63.0
11. Carabanchel,11004,650.0,560.0,34.0,56.0
11. Carabanchel,11005,490.0,421.0,26.0,43.0
11. Carabanchel,11006,564.0,467.0,38.0,59.0
11. Carabanchel,11007,876.0,635.0,97.0,144.0
11. Carabanchel,11010,390.0,328.0,27.0,35.0
11. Carabanchel,11011,341.0,280.0,15.0,46.0
11. Carabanchel,11012,917.0,652.0,123.0,142.0
11. Carabanchel,11013,648.0,468.0,78.0,102.0
11. Carabanchel,11015,630.0,480.0,59.0,91.0
11. Carabanchel,11016,510.0,390.0,58.0,62.0
11. Carabanchel,11017,527.0,399.0,53.0,75.0
11. Carabanchel,11018,278.0,230.0,16.0,32.0
11. Carabanchel,11019,301.0,241.0,28.0,32.0
11. Carabanchel,11021,521.0,350.0,69.0,102.0
11. Carabanchel,11022,631.0,526.0,42.0,63.0
11. Carabanchel,11023,534.0,394.0,58.0,82.0
11. Carabanchel,11024,561.0,410.0,59.0,92.0
11. Carabanchel,11025,499.0,392.0,38.0,69.0
11. Carabanchel,11026,912.0,674.0,111.0,127.0
11. Carabanchel,11028,381.0,319.0,16.0,46.0
11. Carabanchel,11029,347.0,286.0,26.0,35.0
11. Carabanchel,11030,318.0,240.0,35.0,43.0
11. Carabanchel,11031,407.0,382.0,8.0,17.0
11. Carabanchel,11032,569.0,383.0,60.0,126.0
11. Carabanchel,11033,600.0,359.0,109.0,132.0
11. Carabanchel,11034,422.0,294.0,53.0,75.0
11. Carabanchel,11035,445.0,302.0,55.0,88.0
11. Carabanchel,11036,493.0,330.0,60.0,103.0
11. Carabanchel,11037,570.0,378.0,80.0,112.0
11. Carabanchel,11038,455.0,339.0,50.0,66.0
11. Carabanchel,11039,996.0,771.0,102.0,123.0
11. Carabanchel,11040,390.0,284.0,47.0,59.0
11. Carabanchel,11041,561.0,350.0,85.0,126.0
11. Carabanchel,11042,521.0,369.0,62.0,90.0
11. Carabanchel,11043,479.0,383.0,35.0,61.0
11. Carabanchel,11044,723.0,657.0,19.0,47.0
11. Carabanchel,11045,331.0,294.0,10.0,27.0
11. Carabanchel,11046,385.0,329.0,25.0,31.0
11. Carabanchel,11047,584.0,430.0,72.0,82.0
11. Carabanchel,11048,559.0,482.0,22.0,55.0
11. Carabanchel,11049,874.0,706.0,59.0,109.0
11. Carabanchel,11050,521.0,439.0,37.0,45.0
11. Carabanchel,11051,632.0,539.0,38.0,55.0
11. Carabanchel,11054,408.0,342.0,22.0,44.0
11. Carabanchel,11055,526.0,369.0,61.0,96.0
11. Carabanchel,11056,442.0,304.0,64.0,74.0
11. Carabanchel,11057,460.0,316.0,58.0,86.0
11. Carabanchel,11058,315.0,240.0,28.0,47.0
11. Carabanchel,11059,538.0,380.0,82.0,76.0
11. Carabanchel,11060,494.0,444.0,11.0,39.0
11. Carabanchel,11061,427.0,288.0,55.0,84.0
11. Carabanchel,11062,726.0,468.0,105.0,153.0
11. Carabanchel,11063,884.0,658.0,93.0,133.0
11. Carabanchel,11065,659.0,581.0,29.0,49.0
11. Carabanchel,11067,762.0,617.0,63.0,82.0
11. Carabanchel,11068,468.0,340.0,58.0,70.0
11. Carabanchel,11069,790.0,556.0,91.0,143.0
11. Carabanchel,11070,804.0,564.0,103.0,137.0
11. Carabanchel,11071,710.0,556.0,69.0,85.0
11. Carabanchel,11072,597.0,402.0,89.0,106.0
11. Carabanchel,11073,513.0,328.0,76.0,109.0
11. Carabanchel,11074,324.0,212.0,47.0,65.0
11. Carabanchel,11075,328.0,284.0,14.0,30.0
11. Carabanchel,11078,561.0,373.0,67.0,121.0
11. Carabanchel,11079,362.0,238.0,58.0,66.0
11. Carabanchel,11080,680.0,445.0,88.0,147.0
11. Carabanchel,11081,737.0,478.0,118.0,141.0
11. Carabanchel,11082,435.0,281.0,65.0,89.0
11. Carabanchel,11083,364.0,218.0,61.0,85.0
11. Carabanchel,11085,861.0,585.0,122.0,154.0
11. Carabanchel,11086,444.0,310.0,40.0,94.0
11. Carabanchel,11087,579.0,386.0,75.0,118.0
11. Carabanchel,11088,651.0,451.0,83.0,117.0
11. Carabanchel,11089,806.0,579.0,96.0,131.0
11. Carabanchel,11091,558.0,394.0,58.0,106.0
11. Carabanchel,11092,464.0,338.0,56.0,70.0
11. Carabanchel,11093,493.0,426.0,20.0,47.0
11. Carabanchel,11094,528.0,496.0,8.0,24.0
11. Carabanchel,11095,442.0,408.0,9.0,25.0
11. Carabanchel,11096,367.0,339.0,8.0,20.0
11. Carabanchel,11097,473.0,400.0,29.0,44.0
11. Carabanchel,11098,551.0,478.0,24.0,49.0
11. Carabanchel,11099,411.0,365.0,14.0,32.0
11. Carabanchel,11100,770.0,619.0,53.0,98.0
11. Carabanchel,11101,617.0,487.0,45.0,85.0
11. Carabanchel,11102,545.0,404.0,49.0,92.0
11. Carabanchel,11103,670.0,491.0,69.0,110.0
11. Carabanchel,11104,468.0,357.0,41.0,70.0
11. Carabanchel,11105,360.0,246.0,56.0,58.0
11. Carabanchel,11106,350.0,253.0,39.0,58.0
11. Carabanchel,11107,475.0,367.0,48.0,60.0
11. Carabanchel,11108,482.0,348.0,49.0,85.0
11. Carabanchel,11109,515.0,347.0,73.0,95.0
11. Carabanchel,11110,417.0,275.0,51.0,91.0
11. Carabanchel,11111,448.0,265.0,62.0,121.0
11. Carabanchel,11112,520.0,388.0,51.0,81.0
11. Carabanchel,11113,579.0,356.0,104.0,119.0
11. Carabanchel,11114,515.0,365.0,62.0,88.0
11. Carabanchel,11115,769.0,541.0,92.0,136.0
11. Carabanchel,11116,355.0,245.0,43.0,67.0
11. Carabanchel,11117,639.0,409.0,92.0,138.0
11. Carabanchel,11118,449.0,314.0,47.0,88.0
11. Carabanchel,11119,485.0,305.0,68.0,112.0
11. Carabanchel,11120,440.0,296.0,56.0,88.0
11. Carabanchel,11121,548.0,337.0,80.0,131.0
11. Carabanchel,11122,412.0,230.0,75.0,107.0
11. Carabanchel,11123,188.0,153.0,15.0,20.0
11. Carabanchel,11124,652.0,511.0,50.0,91.0
11. Carabanchel,11125,586.0,468.0,50.0,68.0
11. Carabanchel,11126,522.0,454.0,21.0,47.0
11. Carabanchel,11128,418.0,299.0,42.0,77.0
11. Carabanchel,11129,337.0,264.0,15.0,58.0
11. Carabanchel,11130,627.0,423.0,60.0,144.0
11. Carabanchel,11131,388.0,245.0,60.0,83.0
11. Carabanchel,11132,346.0,223.0,38.0,85.0
11. Carabanchel,11133,420.0,347.0,32.0,41.0
11. Carabanchel,11134,338.0,249.0,22.0,67.0
11. Carabanchel,11135,356.0,278.0,36.0,42.0
11. Carabanchel,11136,495.0,389.0,45.0,61.0
11. Carabanchel,11137,810.0,655.0,55.0,100.0
11. Carabanchel,11138,428.0,297.0,62.0,69.0
11. Carabanchel,11139,478.0,351.0,57.0,70.0
11. Carabanchel,11140,624.0,413.0,89.0,122.0
11. Carabanchel,11141,486.0,373.0,48.0,65.0
11. Carabanchel,11142,298.0,240.0,23.0,35.0
11. Carabanchel,11143,539.0,398.0,53.0,88.0
11. Carabanchel,11145,480.0,394.0,35.0,51.0
11. Carabanchel,11146,531.0,426.0,41.0,64.0
11. Carabanchel,11147,573.0,504.0,29.0,40.0
11. Carabanchel,11148,1000.0,838.0,65.0,97.0
11. Carabanchel,11149,392.0,322.0,34.0,36.0
11. Carabanchel,11150,451.0,361.0,34.0,56.0
11. Carabanchel,11151,429.0,322.0,38.0,69.0
11. Carabanchel,11152,879.0,724.0,73.0,82.0
11. Carabanchel,11153,651.0,490.0,75.0,86.0
11. Carabanchel,11154,470.0,323.0,60.0,87.0
11. Carabanchel,11155,856.0,747.0,43.0,66.0
11. Carabanchel,11156,671.0,569.0,44.0,58.0
11. Carabanchel,11157,413.0,345.0,24.0,44.0
11. Carabanchel,11158,412.0,304.0,38.0,70.0
11. Carabanchel,11160,548.0,394.0,51.0,103.0
11. Carabanchel,11161,468.0,269.0,81.0,118.0
11. Carabanchel,11162,313.0,228.0,36.0,49.0
11. Carabanchel,11163,557.0,457.0,42.0,58.0
11. Carabanchel,11165,646.0,493.0,57.0,96.0
11. Carabanchel,11167,420.0,320.0,46.0,54.0
11. Carabanchel,11168,416.0,330.0,36.0,50.0
11. Carabanchel,11169,925.0,595.0,141.0,189.0
11. Carabanchel,11170,345.0,226.0,34.0,85.0
11. Carabanchel,11171,336.0,212.0,44.0,80.0
11. Carabanchel,11173,471.0,282.0,75.0,114.0
11. Carabanchel,11174,317.0,231.0,37.0,49.0
11. Carabanchel,11175,609.0,428.0,60.0,121.0
11. Carabanchel,11176,447.0,330.0,31.0,86.0
11. Carabanchel,11177,940.0,709.0,81.0,150.0
11. Carabanchel,11178,348.0,239.0,34.0,75.0
11. Carabanchel,11179,369.0,300.0,20.0,49.0
11. Carabanchel,11180,447.0,370.0,21.0,56.0
11. Carabanchel,11181,450.0,384.0,24.0,42.0
11. Carabanchel,11182,996.0,889.0,40.0,67.0
11. Carabanchel,11183,894.0,798.0,37.0,59.0
11. Carabanchel,11184,483.0,436.0,19.0,28.0
11. Carabanchel,11185,561.0,472.0,33.0,56.0
11. Carabanchel,11186,681.0,564.0,42.0,75.0
11. Carabanchel,11187,607.0,467.0,49.0,91.0
11. Carabanchel,11188,645.0,614.0,10.0,21.0
11. Carabanchel,11189,779.0,668.0,28.0,83.0
11. Carabanchel,11190,547.0,502.0,18.0,27.0
11. Carabanchel,11191,1000.0,911.0,33.0,56.0
11. Carabanchel,11192,736.0,595.0,74.0,67.0
11. Carabanchel,11193,499.0,373.0,53.0,73.0
11. Carabanchel,11194,416.0,383.0,15.0,18.0
11. Carabanchel,11195,801.0,664.0,65.0,72.0
11. Carabanchel,11196,438.0,426.0,6.0,6.0
11. Carabanchel,11197,620.0,557.0,19.0,44.0
11. Carabanchel,11198,752.0,689.0,30.0,33.0
11. Carabanchel,11199,669.0,482.0,82.0,105.0
11. Carabanchel,11200,402.0,366.0,13.0,23.0
12. Usera,12001,261.0,241.0,3.0,17.0
12. Usera,12002,343.0,304.0,7.0,32.0
12. Usera,12003,523.0,476.0,11.0,36.0
12. Usera,12005,445.0,398.0,16.0,31.0
12. Usera,12006,325.0,293.0,11.0,21.0
12. Usera,12007,595.0,519.0,27.0,49.0
12. Usera,12008,452.0,388.0,15.0,49.0
12. Usera,12009,406.0,361.0,18.0,27.0
12. Usera,12010,363.0,319.0,10.0,34.0
12. Usera,12011,356.0,308.0,17.0,31.0
12. Usera,12012,362.0,311.0,7.0,44.0
12. Usera,12013,369.0,322.0,13.0,34.0
12. Usera,12014,367.0,324.0,19.0,24.0
12. Usera,12015,425.0,377.0,19.0,29.0
12. Usera,12016,614.0,541.0,26.0,47.0
12. Usera,12018,603.0,506.0,35.0,62.0
12. Usera,12019,397.0,328.0,30.0,39.0
12. Usera,12020,444.0,355.0,38.0,51.0
12. Usera,12022,561.0,389.0,73.0,99.0
12. Usera,12023,502.0,396.0,69.0,37.0
12. Usera,12024,750.0,635.0,56.0,59.0
12. Usera,12027,648.0,518.0,46.0,84.0
12. Usera,12028,380.0,276.0,35.0,69.0
12. Usera,12029,497.0,332.0,67.0,98.0
12. Usera,12030,413.0,284.0,46.0,83.0
12. Usera,12031,292.0,205.0,24.0,63.0
12. Usera,12032,1020.0,802.0,95.0,123.0
12. Usera,12033,469.0,362.0,31.0,76.0
12. Usera,12034,784.0,638.0,73.0,73.0
12. Usera,12037,487.0,419.0,27.0,41.0
12. Usera,12039,396.0,287.0,43.0,66.0
12. Usera,12041,600.0,416.0,57.0,127.0
12. Usera,12042,399.0,245.0,54.0,100.0
12. Usera,12043,496.0,364.0,62.0,70.0
12. Usera,12044,547.0,349.0,93.0,105.0
12. Usera,12045,641.0,364.0,132.0,145.0
12. Usera,12046,598.0,353.0,121.0,124.0
12. Usera,12047,407.0,222.0,97.0,88.0
12. Usera,12048,560.0,360.0,90.0,110.0
12. Usera,12049,595.0,414.0,80.0,101.0
12. Usera,12050,576.0,399.0,73.0,104.0
12. Usera,12051,479.0,359.0,47.0,73.0
12. Usera,12052,838.0,708.0,41.0,89.0
12. Usera,12053,829.0,751.0,18.0,60.0
12. Usera,12054,549.0,469.0,31.0,49.0
12. Usera,12055,647.0,436.0,85.0,126.0
12. Usera,12056,639.0,391.0,106.0,142.0
12. Usera,12057,536.0,297.0,120.0,119.0
12. Usera,12059,670.0,532.0,54.0,84.0
12. Usera,12061,914.0,698.0,79.0,137.0
12. Usera,12062,569.0,437.0,46.0,86.0
12. Usera,12064,540.0,408.0,48.0,84.0
12. Usera,12065,447.0,286.0,97.0,64.0
12. Usera,12066,512.0,249.0,118.0,145.0
12. Usera,12067,691.0,366.0,163.0,162.0
12. Usera,12069,476.0,332.0,73.0,71.0
12. Usera,12070,451.0,371.0,29.0,51.0
12. Usera,12071,718.0,525.0,88.0,105.0
12. Usera,12073,405.0,247.0,76.0,82.0
12. Usera,12074,344.0,245.0,47.0,52.0
12. Usera,12075,615.0,392.0,93.0,130.0
12. Usera,12077,576.0,475.0,42.0,59.0
12. Usera,12078,556.0,378.0,78.0,100.0
