distrito,codigo_seccion,habitantes,mujer_sola_16_64,hombre_solo_16_64,mujer_sola_65omas,hombre_solo_65omas,mujer_con_menores,hombre_con_menores,pareja_16_64_sin_menores,pareja_1_65omas_sin_menores,pareja_con_1menor,pareja_con_2menores,pareja_con_3omas_menores,2adultos35omas_1joven_sin_menores,2adultos35omas_1joven_1menor,2adultos35omas_1joven_2omas_menores,3adultos_con_sin_menores,2adultos35omas_2jovenes_sin_menores,2adultos35omas_2jovenes_1menor,2adultos35omas_2jovenes_2omas_menores,4adultos_con_sin_menores,5omas_adultos,hogar_15omas,menores_solos
10. Latina,10114,441.0,34.0,36.0,51.0,15.0,13.0,0.0,71.0,55.0,28.0,15.0,1.0,22.0,8.0,2.0,37.0,12.0,2.0,1.0,10.0,27.0,0.0,1.0
10. Latina,10115,487.0,48.0,32.0,61.0,22.0,6.0,3.0,86.0,80.0,24.0,8.0,3.0,22.0,3.0,1.0,31.0,13.0,4.0,0.0,17.0,22.0,0.0,1.0
10. Latina,10116,564.0,28.0,41.0,83.0,18.0,6.0,1.0,60.0,123.0,20.0,32.0,2.0,30.0,6.0,4.0,42.0,20.0,2.0,1.0,24.0,21.0,0.0,0.0
10. Latina,10117,454.0,15.0,14.0,56.0,24.0,9.0,0.0,23.0,137.0,11.0,16.0,0.0,36.0,8.0,3.0,50.0,26.0,2.0,0.0,13.0,11.0,0.0,0.0
10. Latina,10118,465.0,15.0,33.0,61.0,23.0,7.0,1.0,43.0,115.0,18.0,17.0,1.0,24.0,5.0,0.0,52.0,16.0,2.0,0.0,12.0,20.0,0.0,0.0
10. Latina,10119,571.0,17.0,15.0,72.0,21.0,4.0,0.0,37.0,165.0,20.0,19.0,4.0,43.0,9.0,3.0,67.0,30.0,3.0,1.0,26.0,15.0,0.0,0.0
10. Latina,10120,492.0,33.0,24.0,80.0,16.0,8.0,3.0,46.0,99.0,20.0,12.0,6.0,26.0,12.0,3.0,38.0,15.0,4.0,1.0,25.0,21.0,0.0,0.0
10. Latina,10121,510.0,42.0,41.0,79.0,26.0,7.0,0.0,46.0,121.0,20.0,10.0,0.0,22.0,8.0,1.0,33.0,6.0,1.0,1.0,20.0,26.0,0.0,0.0
10. Latina,10122,434.0,19.0,15.0,76.0,16.0,3.0,0.0,23.0,111.0,4.0,13.0,4.0,19.0,6.0,6.0,49.0,21.0,5.0,1.0,17.0,26.0,0.0,0.0
10. Latina,10123,370.0,17.0,16.0,62.0,16.0,5.0,0.0,29.0,109.0,12.0,13.0,3.0,11.0,3.0,2.0,27.0,15.0,1.0,0.0,13.0,16.0,0.0,0.0
10. Latina,10124,540.0,27.0,48.0,58.0,21.0,13.0,2.0,65.0,75.0,28.0,16.0,7.0,25.0,17.0,3.0,55.0,13.0,4.0,1.0,22.0,40.0,0.0,0.0
10. Latina,10125,312.0,27.0,21.0,39.0,9.0,3.0,1.0,30.0,70.0,18.0,8.0,0.0,14.0,5.0,2.0,22.0,11.0,2.0,0.0,16.0,14.0,0.0,0.0
10. Latina,10126,513.0,38.0,31.0,68.0,17.0,10.0,3.0,59.0,73.0,26.0,24.0,4.0,19.0,18.0,2.0,45.0,22.0,5.0,2.0,20.0,27.0,0.0,0.0
10. Latina,10127,411.0,31.0,24.0,61.0,19.0,9.0,2.0,41.0,88.0,27.0,9.0,2.0,11.0,4.0,2.0,28.0,10.0,2.0,0.0,24.0,17.0,0.0,0.0
10. Latina,10128,533.0,43.0,29.0,79.0,19.0,13.0,3.0,50.0,98.0,37.0,18.0,3.0,30.0,15.0,1.0,32.0,23.0,2.0,1.0,20.0,17.0,0.0,0.0
10. Latina,10129,543.0,19.0,27.0,91.0,23.0,6.0,0.0,36.0,160.0,19.0,12.0,2.0,28.0,9.0,3.0,54.0,19.0,0.0,0.0,17.0,17.0,0.0,1.0
10. Latina,10130,670.0,31.0,35.0,99.0,25.0,13.0,2.0,72.0,166.0,26.0,19.0,1.0,33.0,13.0,1.0,56.0,28.0,1.0,1.0,30.0,18.0,0.0,0.0
10. Latina,10131,594.0,43.0,39.0,70.0,19.0,4.0,1.0,65.0,117.0,47.0,43.0,3.0,20.0,9.0,3.0,33.0,27.0,1.0,1.0,19.0,30.0,0.0,0.0
10. Latina,10132,433.0,25.0,47.0,55.0,13.0,12.0,3.0,44.0,67.0,21.0,25.0,3.0,25.0,7.0,4.0,35.0,10.0,2.0,0.0,18.0,16.0,0.0,1.0
10. Latina,10133,695.0,45.0,42.0,87.0,25.0,12.0,2.0,67.0,138.0,33.0,24.0,3.0,45.0,18.0,0.0,53.0,42.0,4.0,2.0,27.0,26.0,0.0,0.0
10. Latina,10135,357.0,28.0,28.0,69.0,19.0,5.0,1.0,26.0,67.0,13.0,10.0,1.0,18.0,5.0,1.0,16.0,13.0,2.0,0.0,18.0,17.0,0.0,0.0
10. Latina,10136,492.0,30.0,36.0,83.0,13.0,7.0,0.0,49.0,105.0,21.0,12.0,2.0,22.0,10.0,3.0,39.0,9.0,4.0,2.0,23.0,21.0,0.0,1.0
10. Latina,10137,433.0,35.0,44.0,53.0,17.0,10.0,2.0,54.0,53.0,26.0,14.0,4.0,21.0,6.0,1.0,30.0,8.0,1.0,1.0,24.0,29.0,0.0,0.0
10. Latina,10138,313.0,16.0,13.0,53.0,8.0,5.0,0.0,23.0,94.0,11.0,13.0,0.0,14.0,4.0,1.0,39.0,11.0,2.0,0.0,2.0,3.0,1.0,0.0
10. Latina,10139,435.0,20.0,24.0,64.0,15.0,16.0,0.0,47.0,66.0,13.0,15.0,0.0,26.0,8.0,4.0,44.0,20.0,6.0,2.0,19.0,26.0,0.0,0.0
10. Latina,10140,348.0,25.0,28.0,52.0,11.0,6.0,2.0,34.0,70.0,17.0,10.0,2.0,15.0,4.0,0.0,36.0,11.0,0.0,0.0,10.0,15.0,0.0,0.0
10. Latina,10142,702.0,49.0,46.0,102.0,24.0,15.0,1.0,67.0,95.0,36.0,19.0,6.0,37.0,20.0,7.0,66.0,23.0,4.0,4.0,33.0,48.0,0.0,0.0
10. Latina,10143,522.0,30.0,38.0,62.0,14.0,6.0,4.0,57.0,94.0,34.0,20.0,2.0,23.0,8.0,1.0,50.0,21.0,3.0,3.0,27.0,25.0,0.0,0.0
10. Latina,10144,571.0,49.0,51.0,53.0,17.0,17.0,2.0,87.0,66.0,26.0,16.0,4.0,27.0,6.0,5.0,35.0,12.0,9.0,5.0,28.0,56.0,0.0,0.0
10. Latina,10145,596.0,29.0,40.0,78.0,22.0,8.0,1.0,55.0,109.0,32.0,10.0,7.0,30.0,8.0,6.0,62.0,20.0,2.0,1.0,28.0,48.0,0.0,0.0
10. Latina,10146,518.0,38.0,40.0,48.0,22.0,6.0,0.0,57.0,94.0,20.0,7.0,1.0,33.0,5.0,4.0,52.0,12.0,6.0,2.0,24.0,44.0,2.0,1.0
10. Latina,10147,596.0,40.0,45.0,76.0,22.0,11.0,3.0,64.0,76.0,17.0,21.0,2.0,30.0,17.0,10.0,57.0,18.0,6.0,3.0,30.0,47.0,1.0,0.0
10. Latina,10148,548.0,40.0,45.0,53.0,19.0,6.0,1.0,73.0,66.0,25.0,12.0,7.0,25.0,17.0,1.0,58.0,10.0,2.0,5.0,20.0,63.0,0.0,0.0
10. Latina,10149,722.0,45.0,55.0,88.0,26.0,9.0,2.0,71.0,106.0,27.0,31.0,6.0,44.0,16.0,10.0,55.0,23.0,2.0,3.0,40.0,63.0,0.0,0.0
10. Latina,10151,700.0,57.0,51.0,78.0,32.0,8.0,0.0,74.0,110.0,34.0,17.0,6.0,36.0,5.0,5.0,70.0,24.0,4.0,3.0,38.0,48.0,0.0,0.0
10. Latina,10152,324.0,22.0,21.0,32.0,18.0,8.0,1.0,31.0,56.0,17.0,17.0,3.0,27.0,9.0,3.0,27.0,13.0,4.0,0.0,7.0,8.0,0.0,0.0
10. Latina,10153,1106.0,126.0,121.0,97.0,35.0,22.0,7.0,172.0,123.0,64.0,45.0,4.0,75.0,20.0,4.0,67.0,46.0,6.0,0.0,28.0,43.0,0.0,1.0
10. Latina,10154,348.0,20.0,27.0,50.0,10.0,10.0,1.0,43.0,54.0,24.0,16.0,1.0,12.0,8.0,0.0,29.0,10.0,2.0,2.0,20.0,9.0,0.0,0.0
10. Latina,10156,334.0,5.0,7.0,51.0,14.0,5.0,0.0,9.0,119.0,8.0,7.0,10.0,7.0,4.0,1.0,52.0,9.0,2.0,0.0,13.0,11.0,0.0,0.0
10. Latina,10157,293.0,9.0,9.0,39.0,17.0,3.0,0.0,14.0,98.0,6.0,13.0,8.0,8.0,5.0,2.0,34.0,2.0,0.0,1.0,9.0,16.0,0.0,0.0
10. Latina,10158,427.0,21.0,16.0,23.0,13.0,2.0,3.0,39.0,106.0,16.0,19.0,10.0,46.0,4.0,0.0,61.0,9.0,4.0,1.0,26.0,7.0,1.0,0.0
10. Latina,10159,422.0,11.0,16.0,24.0,10.0,6.0,2.0,44.0,109.0,14.0,14.0,3.0,38.0,6.0,2.0,63.0,22.0,2.0,0.0,28.0,8.0,0.0,0.0
10. Latina,10161,712.0,68.0,65.0,91.0,32.0,10.0,1.0,84.0,105.0,36.0,16.0,2.0,45.0,16.0,7.0,55.0,34.0,4.0,1.0,18.0,22.0,0.0,0.0
10. Latina,10162,410.0,29.0,48.0,61.0,6.0,10.0,1.0,50.0,82.0,17.0,12.0,2.0,23.0,10.0,1.0,28.0,9.0,0.0,0.0,6.0,15.0,0.0,0.0
10. Latina,10163,307.0,17.0,13.0,50.0,14.0,7.0,1.0,24.0,71.0,11.0,8.0,4.0,16.0,3.0,1.0,26.0,8.0,1.0,1.0,16.0,15.0,0.0,0.0
10. Latina,10164,616.0,55.0,62.0,82.0,20.0,11.0,1.0,90.0,70.0,34.0,19.0,3.0,31.0,11.0,4.0,51.0,20.0,2.0,1.0,27.0,21.0,0.0,1.0
10. Latina,10165,424.0,14.0,29.0,39.0,10.0,8.0,1.0,53.0,77.0,16.0,20.0,4.0,24.0,7.0,2.0,61.0,19.0,2.0,1.0,22.0,15.0,0.0,0.0
10. Latina,10167,859.0,56.0,63.0,81.0,25.0,13.0,3.0,108.0,125.0,41.0,29.0,3.0,70.0,27.0,7.0,66.0,73.0,6.0,1.0,26.0,36.0,0.0,0.0
10. Latina,10168,535.0,29.0,28.0,74.0,24.0,10.0,0.0,56.0,111.0,30.0,22.0,5.0,26.0,8.0,5.0,42.0,16.0,4.0,2.0,19.0,24.0,0.0,0.0
10. Latina,10169,343.0,19.0,30.0,45.0,16.0,8.0,0.0,39.0,70.0,14.0,15.0,2.0,10.0,5.0,1.0,23.0,13.0,1.0,1.0,16.0,15.0,0.0,0.0
10. Latina,10170,458.0,21.0,36.0,47.0,11.0,7.0,2.0,60.0,86.0,24.0,18.0,0.0,30.0,12.0,0.0,38.0,25.0,2.0,2.0,22.0,15.0,0.0,0.0
10. Latina,10171,457.0,21.0,27.0,61.0,11.0,6.0,1.0,48.0,109.0,27.0,21.0,1.0,24.0,12.0,6.0,32.0,14.0,0.0,2.0,17.0,17.0,0.0,0.0
10. Latina,10172,300.0,18.0,17.0,40.0,14.0,7.0,2.0,22.0,50.0,15.0,11.0,3.0,21.0,5.0,0.0,31.0,16.0,2.0,0.0,10.0,16.0,0.0,0.0
10. Latina,10173,634.0,32.0,36.0,65.0,30.0,5.0,4.0,58.0,155.0,32.0,28.0,7.0,46.0,11.0,3.0,57.0,23.0,0.0,0.0,25.0,17.0,0.0,0.0
10. Latina,10174,373.0,16.0,20.0,54.0,16.0,4.0,4.0,26.0,89.0,11.0,11.0,4.0,19.0,9.0,2.0,42.0,19.0,3.0,2.0,13.0,9.0,0.0,0.0
10. Latina,10175,330.0,11.0,11.0,46.0,15.0,8.0,0.0,34.0,75.0,19.0,15.0,1.0,22.0,4.0,1.0,30.0,16.0,0.0,0.0,7.0,14.0,0.0,1.0
10. Latina,10176,507.0,21.0,37.0,60.0,20.0,11.0,1.0,45.0,130.0,18.0,24.0,6.0,27.0,10.0,1.0,46.0,20.0,6.0,0.0,10.0,14.0,0.0,0.0
10. Latina,10178,447.0,21.0,23.0,75.0,19.0,4.0,0.0,28.0,108.0,21.0,16.0,3.0,31.0,11.0,1.0,39.0,21.0,2.0,0.0,7.0,17.0,0.0,0.0
10. Latina,10179,499.0,33.0,42.0,82.0,31.0,7.0,0.0,56.0,94.0,18.0,15.0,2.0,23.0,13.0,2.0,41.0,12.0,2.0,0.0,12.0,14.0,0.0,0.0
10. Latina,10180,486.0,20.0,34.0,69.0,17.0,7.0,1.0,46.0,87.0,24.0,17.0,1.0,40.0,15.0,1.0,46.0,27.0,1.0,4.0,11.0,18.0,0.0,0.0
10. Latina,10181,496.0,36.0,29.0,89.0,18.0,6.0,2.0,46.0,87.0,25.0,16.0,6.0,38.0,7.0,3.0,39.0,17.0,1.0,1.0,14.0,16.0,0.0,0.0
10. Latina,10182,495.0,48.0,51.0,63.0,13.0,13.0,3.0,76.0,64.0,29.0,16.0,5.0,29.0,4.0,3.0,35.0,8.0,3.0,2.0,10.0,20.0,0.0,0.0
10. Latina,10183,418.0,22.0,21.0,70.0,15.0,11.0,0.0,50.0,75.0,22.0,14.0,4.0,22.0,8.0,5.0,34.0,16.0,1.0,0.0,21.0,7.0,0.0,0.0
10. Latina,10184,408.0,18.0,19.0,61.0,15.0,4.0,0.0,38.0,102.0,19.0,16.0,1.0,23.0,11.0,2.0,42.0,15.0,1.0,0.0,8.0,13.0,0.0,0.0
10. Latina,10185,295.0,15.0,22.0,32.0,7.0,6.0,1.0,34.0,48.0,13.0,16.0,0.0,16.0,11.0,1.0,18.0,15.0,2.0,0.0,19.0,19.0,0.0,0.0
10. Latina,10187,500.0,25.0,44.0,50.0,19.0,9.0,0.0,52.0,71.0,26.0,22.0,2.0,35.0,14.0,5.0,45.0,18.0,2.0,2.0,20.0,38.0,1.0,0.0
10. Latina,10188,387.0,30.0,21.0,41.0,8.0,6.0,2.0,46.0,78.0,21.0,19.0,5.0,21.0,10.0,3.0,24.0,15.0,3.0,0.0,14.0,20.0,0.0,0.0
10. Latina,10189,615.0,43.0,42.0,82.0,25.0,18.0,0.0,65.0,120.0,25.0,17.0,6.0,36.0,8.0,1.0,45.0,18.0,5.0,2.0,17.0,40.0,0.0,0.0
10. Latina,10190,481.0,30.0,44.0,70.0,20.0,8.0,1.0,59.0,76.0,22.0,20.0,6.0,18.0,10.0,2.0,37.0,8.0,5.0,0.0,19.0,26.0,0.0,0.0
10. Latina,10191,649.0,46.0,37.0,97.0,39.0,10.0,0.0,54.0,119.0,31.0,25.0,3.0,31.0,9.0,1.0,65.0,21.0,4.0,0.0,24.0,33.0,0.0,0.0
10. Latina,10192,717.0,29.0,44.0,95.0,31.0,8.0,2.0,69.0,182.0,34.0,20.0,4.0,47.0,16.0,5.0,53.0,35.0,3.0,1.0,24.0,15.0,0.0,0.0
10. Latina,10193,336.0,11.0,19.0,58.0,21.0,6.0,0.0,30.0,76.0,19.0,10.0,1.0,22.0,6.0,2.0,26.0,8.0,0.0,1.0,11.0,9.0,0.0,0.0
10. Latina,10194,386.0,21.0,24.0,53.0,21.0,11.0,0.0,32.0,74.0,20.0,9.0,1.0,25.0,7.0,4.0,34.0,23.0,2.0,2.0,15.0,8.0,0.0,0.0
10. Latina,10197,621.0,30.0,44.0,57.0,13.0,13.0,7.0,63.0,104.0,44.0,63.0,7.0,28.0,22.0,0.0,47.0,27.0,3.0,0.0,27.0,21.0,0.0,1.0
10. Latina,10198,806.0,46.0,62.0,84.0,26.0,20.0,3.0,96.0,157.0,40.0,32.0,8.0,48.0,12.0,5.0,80.0,22.0,7.0,2.0,26.0,30.0,0.0,0.0
10. Latina,10199,669.0,29.0,34.0,101.0,26.0,9.0,2.0,63.0,160.0,34.0,20.0,4.0,42.0,13.0,3.0,62.0,20.0,0.0,1.0,24.0,22.0,0.0,0.0
10. Latina,10201,459.0,29.0,30.0,65.0,16.0,10.0,4.0,46.0,104.0,28.0,22.0,1.0,24.0,6.0,1.0,34.0,19.0,2.0,0.0,7.0,11.0,0.0,0.0
10. Latina,10202,314.0,14.0,13.0,47.0,17.0,7.0,2.0,30.0,50.0,17.0,14.0,0.0,16.0,8.0,0.0,35.0,20.0,0.0,1.0,14.0,9.0,0.0,0.0
10. Latina,10203,646.0,40.0,35.0,95.0,27.0,12.0,4.0,58.0,147.0,26.0,19.0,2.0,34.0,11.0,2.0,65.0,24.0,1.0,0.0,21.0,23.0,0.0,0.0
10. Latina,10204,379.0,30.0,15.0,58.0,19.0,6.0,0.0,38.0,58.0,25.0,13.0,2.0,25.0,5.0,1.0,37.0,12.0,2.0,0.0,16.0,17.0,0.0,0.0
10. Latina,10205,513.0,22.0,12.0,48.0,22.0,7.0,0.0,51.0,126.0,10.0,18.0,3.0,57.0,5.0,4.0,49.0,32.0,3.0,0.0,21.0,21.0,2.0,0.0
10. Latina,10206,589.0,56.0,64.0,79.0,16.0,11.0,1.0,101.0,81.0,33.0,14.0,3.0,29.0,13.0,0.0,38.0,20.0,1.0,0.0,10.0,17.0,1.0,1.0
10. Latina,10207,573.0,20.0,24.0,92.0,23.0,7.0,0.0,42.0,154.0,26.0,13.0,4.0,30.0,10.0,4.0,53.0,30.0,2.0,1.0,20.0,18.0,0.0,0.0
10. Latina,10209,525.0,33.0,30.0,74.0,21.0,7.0,0.0,61.0,123.0,22.0,11.0,2.0,32.0,9.0,5.0,36.0,24.0,1.0,0.0,18.0,15.0,1.0,0.0
10. Latina,10210,436.0,27.0,27.0,44.0,8.0,9.0,2.0,42.0,98.0,19.0,16.0,5.0,24.0,7.0,2.0,51.0,16.0,5.0,1.0,21.0,12.0,0.0,0.0
10. Latina,10211,505.0,47.0,46.0,76.0,22.0,8.0,3.0,69.0,98.0,24.0,12.0,0.0,23.0,5.0,2.0,43.0,10.0,1.0,0.0,10.0,6.0,0.0,0.0
10. Latina,10212,378.0,17.0,16.0,34.0,14.0,7.0,0.0,40.0,103.0,17.0,13.0,3.0,30.0,4.0,0.0,47.0,15.0,1.0,0.0,8.0,9.0,0.0,0.0
10. Latina,10213,867.0,72.0,65.0,49.0,25.0,14.0,2.0,116.0,96.0,44.0,38.0,5.0,101.0,21.0,1.0,53.0,110.0,8.0,0.0,19.0,27.0,0.0,1.0
10. Latina,10214,717.0,60.0,51.0,63.0,21.0,7.0,3.0,99.0,77.0,32.0,14.0,0.0,102.0,7.0,1.0,44.0,96.0,1.0,0.0,18.0,21.0,0.0,0.0
10. Latina,10215,543.0,37.0,33.0,30.0,13.0,6.0,2.0,71.0,76.0,26.0,18.0,4.0,60.0,16.0,4.0,35.0,73.0,5.0,0.0,15.0,19.0,0.0,0.0
10. Latina,10216,543.0,73.0,82.0,13.0,9.0,22.0,4.0,66.0,41.0,72.0,61.0,5.0,25.0,12.0,2.0,16.0,25.0,1.0,1.0,4.0,8.0,0.0,1.0
10. Latina,10217,431.0,48.0,38.0,56.0,13.0,10.0,3.0,54.0,61.0,18.0,26.0,3.0,27.0,5.0,6.0,24.0,14.0,2.0,0.0,12.0,11.0,0.0,0.0
10. Latina,10218,433.0,29.0,35.0,20.0,7.0,15.0,1.0,52.0,40.0,32.0,26.0,4.0,50.0,17.0,4.0,29.0,53.0,1.0,0.0,6.0,12.0,0.0,0.0
10. Latina,10219,568.0,49.0,51.0,43.0,20.0,10.0,0.0,102.0,57.0,16.0,15.0,1.0,62.0,20.0,2.0,38.0,55.0,1.0,3.0,13.0,10.0,0.0,0.0
10. Latina,10220,643.0,87.0,79.0,18.0,6.0,22.0,6.0,105.0,24.0,66.0,50.0,8.0,30.0,20.0,5.0,31.0,19.0,4.0,5.0,21.0,37.0,0.0,0.0
10. Latina,10221,579.0,75.0,98.0,23.0,10.0,17.0,6.0,79.0,26.0,45.0,47.0,2.0,40.0,12.0,1.0,23.0,52.0,1.0,0.0,7.0,11.0,4.0,0.0
10. Latina,10222,577.0,70.0,54.0,28.0,10.0,31.0,12.0,77.0,21.0,73.0,79.0,18.0,25.0,27.0,5.0,18.0,22.0,2.0,0.0,3.0,2.0,0.0,0.0
11. Carabanchel,11001,547.0,66.0,66.0,67.0,17.0,6.0,2.0,73.0,71.0,27.0,14.0,6.0,38.0,5.0,2.0,40.0,10.0,3.0,0.0,16.0,18.0,0.0,0.0
11. Carabanchel,11002,729.0,58.0,55.0,114.0,40.0,12.0,1.0,94.0,130.0,28.0,22.0,3.0,35.0,10.0,1.0,57.0,19.0,1.0,0.0,24.0,25.0,0.0,0.0
11. Carabanchel,11003,760.0,50.0,48.0,116.0,37.0,13.0,2.0,79.0,170.0,34.0,24.0,5.0,42.0,3.0,0.0,68.0,21.0,2.0,1.0,21.0,22.0,2.0,0.0
11. Carabanchel,11004,650.0,58.0,44.0,86.0,31.0,14.0,3.0,78.0,134.0,29.0,12.0,3.0,41.0,8.0,2.0,48.0,16.0,3.0,0.0,21.0,18.0,0.0,1.0
11. Carabanchel,11005,490.0,36.0,41.0,95.0,25.0,9.0,1.0,50.0,83.0,20.0,14.0,0.0,26.0,3.0,0.0,34.0,12.0,4.0,0.0,17.0,20.0,0.0,0.0
11. Carabanchel,11006,564.0,54.0,54.0,72.0,32.0,16.0,0.0,80.0,82.0,30.0,13.0,2.0,29.0,8.0,1.0,40.0,13.0,2.0,0.0,16.0,20.0,0.0,0.0
11. Carabanchel,11007,876.0,88.0,87.0,91.0,28.0,19.0,2.0,133.0,101.0,50.0,15.0,5.0,51.0,10.0,2.0,72.0,30.0,5.0,2.0,22.0,61.0,1.0,1.0
11. Carabanchel,11010,390.0,40.0,32.0,53.0,22.0,6.0,0.0,43.0,70.0,17.0,10.0,1.0,22.0,2.0,1.0,33.0,5.0,0.0,0.0,20.0,13.0,0.0,0.0
11. Carabanchel,11011,341.0,30.0,33.0,47.0,8.0,6.0,1.0,33.0,39.0,19.0,16.0,4.0,18.0,8.0,1.0,31.0,13.0,3.0,2.0,8.0,20.0,0.0,1.0
11. Carabanchel,11012,917.0,117.0,112.0,89.0,28.0,13.0,6.0,169.0,97.0,37.0,22.0,3.0,35.0,9.0,6.0,66.0,22.0,5.0,3.0,35.0,42.0,0.0,1.0
11. Carabanchel,11013,648.0,77.0,67.0,63.0,19.0,9.0,2.0,98.0,72.0,37.0,14.0,0.0,44.0,13.0,7.0,50.0,15.0,5.0,1.0,21.0,33.0,0.0,1.0
11. Carabanchel,11015,630.0,66.0,82.0,62.0,21.0,11.0,1.0,92.0,74.0,26.0,20.0,1.0,30.0,6.0,6.0,49.0,21.0,6.0,2.0,30.0,22.0,2.0,0.0
11. Carabanchel,11016,510.0,38.0,55.0,77.0,17.0,9.0,2.0,72.0,69.0,25.0,10.0,2.0,18.0,9.0,4.0,46.0,11.0,2.0,1.0,18.0,24.0,0.0,1.0
11. Carabanchel,11017,527.0,57.0,60.0,54.0,22.0,14.0,3.0,79.0,64.0,25.0,11.0,9.0,30.0,7.0,1.0,40.0,16.0,2.0,3.0,9.0,20.0,0.0,1.0
11. Carabanchel,11018,278.0,14.0,16.0,26.0,7.0,14.0,1.0,30.0,41.0,16.0,4.0,3.0,20.0,6.0,5.0,29.0,4.0,3.0,3.0,21.0,15.0,0.0,0.0
11. Carabanchel,11019,301.0,27.0,28.0,37.0,9.0,2.0,1.0,32.0,44.0,17.0,7.0,1.0,17.0,5.0,6.0,27.0,14.0,1.0,3.0,11.0,12.0,0.0,0.0
11. Carabanchel,11021,521.0,33.0,41.0,50.0,13.0,12.0,2.0,64.0,56.0,24.0,21.0,5.0,32.0,7.0,5.0,49.0,20.0,4.0,1.0,33.0,49.0,0.0,0.0
11. Carabanchel,11022,631.0,72.0,63.0,69.0,20.0,18.0,0.0,72.0,68.0,31.0,20.0,2.0,46.0,12.0,4.0,47.0,35.0,3.0,1.0,21.0,27.0,0.0,0.0
11. Carabanchel,11023,534.0,44.0,47.0,56.0,22.0,10.0,4.0,65.0,70.0,23.0,9.0,6.0,39.0,7.0,3.0,51.0,13.0,5.0,3.0,21.0,35.0,0.0,1.0
11. Carabanchel,11024,561.0,36.0,40.0,68.0,20.0,10.0,0.0,72.0,79.0,38.0,6.0,6.0,33.0,8.0,4.0,48.0,18.0,4.0,0.0,26.0,45.0,0.0,0.0
11. Carabanchel,11025,499.0,41.0,25.0,47.0,13.0,7.0,1.0,60.0,83.0,30.0,18.0,1.0,36.0,6.0,2.0,46.0,12.0,2.0,2.0,29.0,37.0,1.0,0.0
11. Carabanchel,11026,912.0,79.0,88.0,113.0,22.0,17.0,2.0,126.0,105.0,57.0,28.0,3.0,48.0,20.0,4.0,74.0,34.0,7.0,0.0,39.0,46.0,0.0,0.0
11. Carabanchel,11028,381.0,23.0,10.0,55.0,12.0,3.0,0.0,34.0,76.0,11.0,12.0,3.0,21.0,7.0,2.0,52.0,14.0,0.0,0.0,22.0,24.0,0.0,0.0
11. Carabanchel,11029,347.0,26.0,28.0,46.0,20.0,3.0,1.0,30.0,53.0,20.0,12.0,4.0,16.0,7.0,3.0,34.0,9.0,1.0,0.0,12.0,22.0,0.0,0.0
11. Carabanchel,11030,318.0,22.0,17.0,41.0,14.0,4.0,0.0,32.0,39.0,18.0,15.0,2.0,19.0,5.0,3.0,26.0,14.0,5.0,1.0,16.0,25.0,0.0,0.0
11. Carabanchel,11031,407.0,21.0,23.0,82.0,20.0,6.0,0.0,26.0,101.0,12.0,11.0,1.0,17.0,2.0,2.0,39.0,18.0,0.0,5.0,9.0,12.0,0.0,0.0
11. Carabanchel,11032,569.0,42.0,39.0,77.0,19.0,10.0,2.0,74.0,61.0,16.0,13.0,5.0,32.0,5.0,3.0,51.0,25.0,8.0,2.0,20.0,65.0,0.0,0.0
11. Carabanchel,11033,600.0,48.0,27.0,55.0,24.0,11.0,0.0,80.0,52.0,21.0,14.0,4.0,43.0,15.0,3.0,61.0,23.0,4.0,4.0,40.0,71.0,0.0,0.0
11. Carabanchel,11034,422.0,42.0,50.0,54.0,15.0,5.0,4.0,59.0,38.0,16.0,5.0,0.0,14.0,6.0,1.0,28.0,16.0,1.0,2.0,20.0,46.0,0.0,0.0
11. Carabanchel,11035,445.0,35.0,29.0,50.0,8.0,9.0,1.0,63.0,47.0,9.0,17.0,3.0,20.0,13.0,2.0,39.0,21.0,3.0,2.0,38.0,35.0,0.0,1.0
11. Carabanchel,11036,493.0,56.0,47.0,44.0,11.0,9.0,3.0,76.0,48.0,25.0,10.0,5.0,22.0,6.0,5.0,36.0,15.0,6.0,2.0,24.0,43.0,0.0,0.0
11. Carabanchel,11037,570.0,61.0,72.0,46.0,13.0,11.0,2.0,82.0,60.0,25.0,9.0,4.0,35.0,12.0,5.0,47.0,13.0,4.0,1.0,27.0,41.0,0.0,0.0
11. Carabanchel,11038,455.0,46.0,35.0,60.0,15.0,8.0,0.0,55.0,64.0,20.0,9.0,1.0,17.0,8.0,1.0,38.0,15.0,2.0,3.0,25.0,33.0,0.0,0.0
11. Carabanchel,11039,996.0,136.0,141.0,55.0,26.0,26.0,6.0,193.0,65.0,71.0,46.0,10.0,57.0,14.0,7.0,60.0,23.0,4.0,1.0,21.0,31.0,1.0,2.0
11. Carabanchel,11040,390.0,51.0,45.0,45.0,10.0,8.0,2.0,40.0,44.0,22.0,6.0,6.0,13.0,4.0,3.0,28.0,9.0,3.0,2.0,27.0,22.0,0.0,0.0
11. Carabanchel,11041,561.0,67.0,49.0,56.0,8.0,9.0,0.0,92.0,45.0,29.0,17.0,5.0,26.0,9.0,4.0,38.0,15.0,7.0,2.0,32.0,50.0,0.0,1.0
11. Carabanchel,11042,521.0,53.0,55.0,57.0,15.0,7.0,2.0,90.0,50.0,16.0,17.0,3.0,34.0,11.0,4.0,33.0,23.0,1.0,2.0,21.0,27.0,0.0,0.0
